[38;5;127mlibs[0m/[38;5;172mnvidia-cuda[0m/[38;5;67m11.2.0[0m/[38;5;68mbin[0m
 |
 [0;32mOK[0m
Sat Apr  6 17:45:28 2024       
+---------------------------------------------------------------------------------------+
| NVIDIA-SMI 535.154.05             Driver Version: 535.154.05   CUDA Version: 12.2     |
|-----------------------------------------+----------------------+----------------------+
| GPU  Name                 Persistence-M | Bus-Id        Disp.A | Volatile Uncorr. ECC |
| Fan  Temp   Perf          Pwr:Usage/Cap |         Memory-Usage | GPU-Util  Compute M. |
|                                         |                      |               MIG M. |
|=========================================+======================+======================|
|   0  NVIDIA A100-PCIE-40GB          Off | 00000000:8A:00.0 Off |                    0 |
| N/A   31C    P0              35W / 250W |      0MiB / 40960MiB |      0%      Default |
|                                         |                      |             Disabled |
+-----------------------------------------+----------------------+----------------------+
                                                                                         
+---------------------------------------------------------------------------------------+
| Processes:                                                                            |
|  GPU   GI   CI        PID   Type   Process name                            GPU Memory |
|        ID   ID                                                             Usage      |
|=======================================================================================|
|  No running processes found                                                           |
+---------------------------------------------------------------------------------------+
Sizes:
Training
(2091200, 34)
Testing
(522800, 34)
Validation
(290000, 34)
Device: cuda
Epoch 1/6000, Train Loss: 0.7111721038818359, Test Loss: 0.697377622127533
Epoch 1666/6000, Train Loss: 0.5257002711296082, Test Loss: 0.5249009728431702
Epoch 1667/6000, Train Loss: 0.525693953037262, Test Loss: 0.5249053239822388
Epoch 1668/6000, Train Loss: 0.5256816148757935, Test Loss: 0.5251664519309998
Epoch 1669/6000, Train Loss: 0.5259634256362915, Test Loss: 0.525036096572876
Epoch 1670/6000, Train Loss: 0.5256907343864441, Test Loss: 0.5249300599098206
Epoch 1671/6000, Train Loss: 0.5257368683815002, Test Loss: 0.5251126289367676
Epoch 1672/6000, Train Loss: 0.5256959199905396, Test Loss: 0.5249618887901306
Epoch 1673/6000, Train Loss: 0.5255504250526428, Test Loss: 0.5248216390609741
Epoch 1674/6000, Train Loss: 0.5256685018539429, Test Loss: 0.5249592661857605
Epoch 1675/6000, Train Loss: 0.5256369113922119, Test Loss: 0.5249772071838379
Epoch 1676/6000, Train Loss: 0.5255876183509827, Test Loss: 0.524858832359314
Epoch 1677/6000, Train Loss: 0.5256714224815369, Test Loss: 0.5249831676483154
Epoch 1678/6000, Train Loss: 0.525775134563446, Test Loss: 0.5250017046928406
Epoch 1679/6000, Train Loss: 0.52569180727005, Test Loss: 0.5248525142669678
Epoch 1680/6000, Train Loss: 0.5258040428161621, Test Loss: 0.5249819159507751
Epoch 1681/6000, Train Loss: 0.525873601436615, Test Loss: 0.5250734090805054
Epoch 1682/6000, Train Loss: 0.5255984663963318, Test Loss: 0.5249881744384766
Epoch 1683/6000, Train Loss: 0.525740385055542, Test Loss: 0.525054931640625
Epoch 1684/6000, Train Loss: 0.5257729291915894, Test Loss: 0.5249620079994202
Epoch 1685/6000, Train Loss: 0.525687038898468, Test Loss: 0.5249947309494019
Epoch 1686/6000, Train Loss: 0.5257531404495239, Test Loss: 0.524921178817749
Epoch 1687/6000, Train Loss: 0.5257243514060974, Test Loss: 0.5249049067497253
Epoch 1688/6000, Train Loss: 0.5257152915000916, Test Loss: 0.525020182132721
Epoch 1689/6000, Train Loss: 0.5256072282791138, Test Loss: 0.5251988172531128
Epoch 1690/6000, Train Loss: 0.5255833268165588, Test Loss: 0.5249885320663452
Epoch 1691/6000, Train Loss: 0.5256547927856445, Test Loss: 0.5249723196029663
Epoch 1692/6000, Train Loss: 0.5256850719451904, Test Loss: 0.5251495838165283
Epoch 1693/6000, Train Loss: 0.5256218314170837, Test Loss: 0.5250138640403748
Epoch 1694/6000, Train Loss: 0.5255891680717468, Test Loss: 0.5250849723815918
Epoch 1695/6000, Train Loss: 0.5256685614585876, Test Loss: 0.5251092314720154
Epoch 1696/6000, Train Loss: 0.525730550289154, Test Loss: 0.5249782204627991
Epoch 1697/6000, Train Loss: 0.5257794260978699, Test Loss: 0.5251275300979614
Epoch 1698/6000, Train Loss: 0.5258619785308838, Test Loss: 0.525027871131897
Epoch 1699/6000, Train Loss: 0.5257225632667542, Test Loss: 0.5248948335647583
Epoch 1700/6000, Train Loss: 0.5255907773971558, Test Loss: 0.5251418352127075
Epoch 1701/6000, Train Loss: 0.5256727337837219, Test Loss: 0.5249749422073364
Epoch 1702/6000, Train Loss: 0.5256083607673645, Test Loss: 0.5249745845794678
Epoch 1703/6000, Train Loss: 0.5255440473556519, Test Loss: 0.5247848033905029
Epoch 1704/6000, Train Loss: 0.525706946849823, Test Loss: 0.5247631072998047
Epoch 1705/6000, Train Loss: 0.5256183743476868, Test Loss: 0.5249923467636108
Epoch 1706/6000, Train Loss: 0.5257216095924377, Test Loss: 0.5248878598213196
Epoch 1707/6000, Train Loss: 0.5255908966064453, Test Loss: 0.5248964428901672
Epoch 1708/6000, Train Loss: 0.5255003571510315, Test Loss: 0.525029182434082
Epoch 1709/6000, Train Loss: 0.5256643295288086, Test Loss: 0.5249260663986206
Epoch 1710/6000, Train Loss: 0.5257027745246887, Test Loss: 0.5248795747756958
Epoch 1711/6000, Train Loss: 0.5257633328437805, Test Loss: 0.5248832702636719
Epoch 1712/6000, Train Loss: 0.5256075859069824, Test Loss: 0.524844229221344
Epoch 1713/6000, Train Loss: 0.5254491567611694, Test Loss: 0.5249419212341309
Epoch 1714/6000, Train Loss: 0.5255414247512817, Test Loss: 0.5248992443084717
Epoch 1715/6000, Train Loss: 0.525510311126709, Test Loss: 0.5249455571174622
Epoch 1716/6000, Train Loss: 0.5257939696311951, Test Loss: 0.5250849723815918
Epoch 1717/6000, Train Loss: 0.525538444519043, Test Loss: 0.5253631472587585
Epoch 1718/6000, Train Loss: 0.5256310105323792, Test Loss: 0.5251403450965881
Epoch 1719/6000, Train Loss: 0.5254994034767151, Test Loss: 0.5250499248504639
Epoch 1720/6000, Train Loss: 0.5257083177566528, Test Loss: 0.5248402953147888
Epoch 1721/6000, Train Loss: 0.525589644908905, Test Loss: 0.5248925089836121
Epoch 1722/6000, Train Loss: 0.5257602334022522, Test Loss: 0.5248903036117554
Epoch 1723/6000, Train Loss: 0.5255159139633179, Test Loss: 0.5248215794563293
Epoch 1724/6000, Train Loss: 0.5255792737007141, Test Loss: 0.5250253677368164
Epoch 1725/6000, Train Loss: 0.5256989598274231, Test Loss: 0.5248880982398987
Epoch 1726/6000, Train Loss: 0.5256613492965698, Test Loss: 0.5249549150466919
Epoch 1727/6000, Train Loss: 0.5257423520088196, Test Loss: 0.524809718132019
Epoch 1728/6000, Train Loss: 0.5256625413894653, Test Loss: 0.5248315930366516
Epoch 1729/6000, Train Loss: 0.5254738330841064, Test Loss: 0.524928092956543
Epoch 1730/6000, Train Loss: 0.5255711674690247, Test Loss: 0.5249719023704529
Epoch 1731/6000, Train Loss: 0.5255962014198303, Test Loss: 0.5248415470123291
Epoch 1732/6000, Train Loss: 0.5256059169769287, Test Loss: 0.5248976349830627
Epoch 1733/6000, Train Loss: 0.5254456996917725, Test Loss: 0.5247683525085449
Epoch 1734/6000, Train Loss: 0.5254371762275696, Test Loss: 0.5249302983283997
Epoch 1735/6000, Train Loss: 0.5254532694816589, Test Loss: 0.5247771143913269
Epoch 1736/6000, Train Loss: 0.5254892110824585, Test Loss: 0.5249119997024536
Epoch 1737/6000, Train Loss: 0.5256913304328918, Test Loss: 0.524820864200592
Epoch 1738/6000, Train Loss: 0.5255855321884155, Test Loss: 0.5248172283172607
Epoch 1739/6000, Train Loss: 0.5256152749061584, Test Loss: 0.5249030590057373
Epoch 1740/6000, Train Loss: 0.5257136821746826, Test Loss: 0.5249389410018921
Epoch 1741/6000, Train Loss: 0.5256051421165466, Test Loss: 0.5250027179718018
Epoch 1742/6000, Train Loss: 0.5255440473556519, Test Loss: 0.5252457857131958
Epoch 1743/6000, Train Loss: 0.5255250334739685, Test Loss: 0.5250309109687805
Epoch 1744/6000, Train Loss: 0.5256301164627075, Test Loss: 0.5251682996749878
Epoch 1745/6000, Train Loss: 0.5257008671760559, Test Loss: 0.52481609582901
Epoch 1746/6000, Train Loss: 0.5256783366203308, Test Loss: 0.5248866677284241
Epoch 1747/6000, Train Loss: 0.5255081057548523, Test Loss: 0.5248661041259766
Epoch 1748/6000, Train Loss: 0.5255789160728455, Test Loss: 0.5247625708580017
Epoch 1749/6000, Train Loss: 0.525461733341217, Test Loss: 0.5248352885246277
Epoch 1750/6000, Train Loss: 0.5256410241127014, Test Loss: 0.5246695876121521
Epoch 1751/6000, Train Loss: 0.5255593657493591, Test Loss: 0.5248302817344666
Epoch 1752/6000, Train Loss: 0.5257335305213928, Test Loss: 0.52485191822052
Epoch 1753/6000, Train Loss: 0.5256797075271606, Test Loss: 0.5248942971229553
Epoch 1754/6000, Train Loss: 0.5255018472671509, Test Loss: 0.5249488353729248
Epoch 1755/6000, Train Loss: 0.5255433320999146, Test Loss: 0.5247650742530823
Epoch 1756/6000, Train Loss: 0.5256156325340271, Test Loss: 0.5249091982841492
Epoch 1757/6000, Train Loss: 0.5254855751991272, Test Loss: 0.5248430371284485
Epoch 1758/6000, Train Loss: 0.5253783464431763, Test Loss: 0.5248430371284485
Epoch 1759/6000, Train Loss: 0.525482177734375, Test Loss: 0.5250662565231323
Epoch 1760/6000, Train Loss: 0.5256816744804382, Test Loss: 0.5248775482177734
Epoch 1761/6000, Train Loss: 0.52544766664505, Test Loss: 0.5249578952789307
Epoch 1762/6000, Train Loss: 0.5255677700042725, Test Loss: 0.5248780846595764
Epoch 1763/6000, Train Loss: 0.5255290865898132, Test Loss: 0.5248130559921265
Epoch 1764/6000, Train Loss: 0.5255050659179688, Test Loss: 0.5250856876373291
Epoch 1765/6000, Train Loss: 0.525665283203125, Test Loss: 0.5248721837997437
Epoch 1766/6000, Train Loss: 0.5256085395812988, Test Loss: 0.5249096155166626
Epoch 1767/6000, Train Loss: 0.5255637764930725, Test Loss: 0.5248263478279114
Epoch 1768/6000, Train Loss: 0.5255202054977417, Test Loss: 0.5249476432800293
Epoch 1769/6000, Train Loss: 0.5256029963493347, Test Loss: 0.5249868631362915
Epoch 1770/6000, Train Loss: 0.5253191590309143, Test Loss: 0.5248058438301086
Epoch 1771/6000, Train Loss: 0.5254920125007629, Test Loss: 0.5247372984886169
Epoch 1772/6000, Train Loss: 0.5254796743392944, Test Loss: 0.5248546004295349
Epoch 1773/6000, Train Loss: 0.5255764126777649, Test Loss: 0.5248008370399475
Epoch 1774/6000, Train Loss: 0.5255627036094666, Test Loss: 0.5248721837997437
Epoch 1775/6000, Train Loss: 0.5254527926445007, Test Loss: 0.5248236060142517
Epoch 1776/6000, Train Loss: 0.5255980491638184, Test Loss: 0.5247460603713989
Epoch 1777/6000, Train Loss: 0.5255613327026367, Test Loss: 0.5250110030174255
Epoch 1778/6000, Train Loss: 0.5254446268081665, Test Loss: 0.524867594242096
Epoch 1779/6000, Train Loss: 0.5256010890007019, Test Loss: 0.5250867009162903
Epoch 1780/6000, Train Loss: 0.5255675315856934, Test Loss: 0.5248304605484009
Epoch 1781/6000, Train Loss: 0.5255700349807739, Test Loss: 0.5248081088066101
Epoch 1782/6000, Train Loss: 0.5255962014198303, Test Loss: 0.5249538421630859
Epoch 1783/6000, Train Loss: 0.5253727436065674, Test Loss: 0.5247988104820251
Epoch 1784/6000, Train Loss: 0.5254413485527039, Test Loss: 0.5249547362327576
Epoch 1785/6000, Train Loss: 0.5255846977233887, Test Loss: 0.5248118042945862
Epoch 1786/6000, Train Loss: 0.525504469871521, Test Loss: 0.524898886680603
Epoch 1787/6000, Train Loss: 0.5255550742149353, Test Loss: 0.5248584151268005
Epoch 1788/6000, Train Loss: 0.5256102085113525, Test Loss: 0.5247591733932495
Epoch 1789/6000, Train Loss: 0.5255338549613953, Test Loss: 0.5249651670455933
Epoch 1790/6000, Train Loss: 0.5254678130149841, Test Loss: 0.5248069167137146
Epoch 1791/6000, Train Loss: 0.5254629850387573, Test Loss: 0.5249348282814026
Epoch 1792/6000, Train Loss: 0.5254850387573242, Test Loss: 0.524835467338562
Epoch 1793/6000, Train Loss: 0.5254917740821838, Test Loss: 0.5247510075569153
Epoch 1794/6000, Train Loss: 0.5254427790641785, Test Loss: 0.5249961614608765
Epoch 1795/6000, Train Loss: 0.5255032181739807, Test Loss: 0.5248191952705383
Epoch 1796/6000, Train Loss: 0.5254682898521423, Test Loss: 0.5249547362327576
Epoch 1797/6000, Train Loss: 0.5256021618843079, Test Loss: 0.5249584317207336
Epoch 1798/6000, Train Loss: 0.5253944993019104, Test Loss: 0.5248706340789795
Epoch 1799/6000, Train Loss: 0.5254791378974915, Test Loss: 0.5249503254890442
Epoch 1800/6000, Train Loss: 0.5254628658294678, Test Loss: 0.5248165726661682
Epoch 1801/6000, Train Loss: 0.5254102945327759, Test Loss: 0.524858295917511
Epoch 1802/6000, Train Loss: 0.5254917144775391, Test Loss: 0.5248475670814514
Epoch 1803/6000, Train Loss: 0.5253880620002747, Test Loss: 0.5249240398406982
Epoch 1804/6000, Train Loss: 0.5254963040351868, Test Loss: 0.5248660445213318
Epoch 1805/6000, Train Loss: 0.5253728628158569, Test Loss: 0.5247995853424072
Epoch 1806/6000, Train Loss: 0.5255787968635559, Test Loss: 0.5249935388565063
Epoch 1807/6000, Train Loss: 0.5254959464073181, Test Loss: 0.5251473784446716
Epoch 1808/6000, Train Loss: 0.5256894826889038, Test Loss: 0.5249383449554443
Epoch 1809/6000, Train Loss: 0.525505542755127, Test Loss: 0.5250092148780823
Epoch 1810/6000, Train Loss: 0.5255302786827087, Test Loss: 0.5248486995697021
Epoch 1811/6000, Train Loss: 0.5254766941070557, Test Loss: 0.525016188621521
Epoch 1812/6000, Train Loss: 0.5254159569740295, Test Loss: 0.5248540043830872
Epoch 1813/6000, Train Loss: 0.5255225896835327, Test Loss: 0.5248280763626099
Epoch 1814/6000, Train Loss: 0.5255545377731323, Test Loss: 0.5248585939407349
Epoch 1815/6000, Train Loss: 0.5253873467445374, Test Loss: 0.5248743891716003
Epoch 1816/6000, Train Loss: 0.525263786315918, Test Loss: 0.5249719619750977
Epoch 1817/6000, Train Loss: 0.525370717048645, Test Loss: 0.5248570442199707
Epoch 1818/6000, Train Loss: 0.5254753828048706, Test Loss: 0.5247514247894287
Epoch 1819/6000, Train Loss: 0.5256088972091675, Test Loss: 0.5247198343276978
Epoch 1820/6000, Train Loss: 0.5253684520721436, Test Loss: 0.5249908566474915
Epoch 1821/6000, Train Loss: 0.5253074765205383, Test Loss: 0.5248070359230042
Epoch 1822/6000, Train Loss: 0.5253506898880005, Test Loss: 0.5249674320220947
Epoch 1823/6000, Train Loss: 0.5254745483398438, Test Loss: 0.5248178839683533
Epoch 1824/6000, Train Loss: 0.5254755616188049, Test Loss: 0.5250332951545715
Epoch 1825/6000, Train Loss: 0.5254323482513428, Test Loss: 0.5248860120773315
Epoch 1826/6000, Train Loss: 0.5253459215164185, Test Loss: 0.5248905420303345
Epoch 1827/6000, Train Loss: 0.5253304243087769, Test Loss: 0.5247947573661804
Epoch 1828/6000, Train Loss: 0.5253395438194275, Test Loss: 0.5248412489891052
Epoch 1829/6000, Train Loss: 0.5252673029899597, Test Loss: 0.5249043703079224
Epoch 1830/6000, Train Loss: 0.5254145264625549, Test Loss: 0.5247502326965332
Epoch 1831/6000, Train Loss: 0.5253694653511047, Test Loss: 0.5247685313224792
Epoch 1832/6000, Train Loss: 0.5254368185997009, Test Loss: 0.5251809358596802
Epoch 1833/6000, Train Loss: 0.5253950357437134, Test Loss: 0.5248326063156128
Epoch 1834/6000, Train Loss: 0.5256091952323914, Test Loss: 0.5251904129981995
Epoch 1835/6000, Train Loss: 0.5258384943008423, Test Loss: 0.5247712135314941
Epoch 1836/6000, Train Loss: 0.5256270170211792, Test Loss: 0.5248316526412964
Epoch 1837/6000, Train Loss: 0.5251181721687317, Test Loss: 0.5251093506813049
Epoch 1838/6000, Train Loss: 0.5255089402198792, Test Loss: 0.5248229503631592
Epoch 1839/6000, Train Loss: 0.525379478931427, Test Loss: 0.5250421166419983
Epoch 1840/6000, Train Loss: 0.5254557132720947, Test Loss: 0.525037944316864
Epoch 1841/6000, Train Loss: 0.525355875492096, Test Loss: 0.5249482989311218
Epoch 1842/6000, Train Loss: 0.5253420472145081, Test Loss: 0.5250696539878845
Epoch 1843/6000, Train Loss: 0.5252811908721924, Test Loss: 0.5248943567276001
Epoch 1844/6000, Train Loss: 0.5253317356109619, Test Loss: 0.5248406529426575
Epoch 1845/6000, Train Loss: 0.5252519249916077, Test Loss: 0.5250469446182251
Epoch 1846/6000, Train Loss: 0.5254994034767151, Test Loss: 0.5249605774879456
Epoch 1847/6000, Train Loss: 0.5253725051879883, Test Loss: 0.5249038934707642
Epoch 1848/6000, Train Loss: 0.5253169536590576, Test Loss: 0.5250476002693176
Epoch 1849/6000, Train Loss: 0.525496244430542, Test Loss: 0.5249001979827881
Epoch 1850/6000, Train Loss: 0.5253837704658508, Test Loss: 0.5249603390693665
Epoch 1851/6000, Train Loss: 0.525543749332428, Test Loss: 0.5249909162521362
Epoch 1852/6000, Train Loss: 0.52529376745224, Test Loss: 0.5247572660446167
Epoch 1853/6000, Train Loss: 0.525344967842102, Test Loss: 0.5247889757156372
Epoch 1854/6000, Train Loss: 0.5255258679389954, Test Loss: 0.524777352809906
Epoch 1855/6000, Train Loss: 0.5253012180328369, Test Loss: 0.5247436761856079
Epoch 1856/6000, Train Loss: 0.525249183177948, Test Loss: 0.5249350070953369
Epoch 1857/6000, Train Loss: 0.5254178047180176, Test Loss: 0.5249354839324951
Epoch 1858/6000, Train Loss: 0.5253604054450989, Test Loss: 0.5248979926109314
Epoch 1859/6000, Train Loss: 0.5254604816436768, Test Loss: 0.5250107645988464
Epoch 1860/6000, Train Loss: 0.5253260135650635, Test Loss: 0.5248475074768066
Epoch 1861/6000, Train Loss: 0.5252305269241333, Test Loss: 0.5249956846237183
Epoch 1862/6000, Train Loss: 0.5253850817680359, Test Loss: 0.5250709056854248
Epoch 1863/6000, Train Loss: 0.5252466201782227, Test Loss: 0.5249680876731873
Epoch 1864/6000, Train Loss: 0.5251847505569458, Test Loss: 0.5249426960945129
Epoch 1865/6000, Train Loss: 0.5254719853401184, Test Loss: 0.5249231457710266
Epoch 1866/6000, Train Loss: 0.525390088558197, Test Loss: 0.524797260761261
Epoch 1867/6000, Train Loss: 0.5253258943557739, Test Loss: 0.5249137282371521
Epoch 1868/6000, Train Loss: 0.5252229571342468, Test Loss: 0.5248036980628967
Epoch 1869/6000, Train Loss: 0.5252925157546997, Test Loss: 0.5248891115188599
Epoch 1870/6000, Train Loss: 0.5252423286437988, Test Loss: 0.5248565673828125
Epoch 1871/6000, Train Loss: 0.5252895355224609, Test Loss: 0.5248249173164368
Epoch 1872/6000, Train Loss: 0.525264322757721, Test Loss: 0.5249386429786682
Epoch 1873/6000, Train Loss: 0.5253813862800598, Test Loss: 0.5249371528625488
Epoch 1874/6000, Train Loss: 0.5253452062606812, Test Loss: 0.524940013885498
Epoch 1875/6000, Train Loss: 0.5254244804382324, Test Loss: 0.5248923897743225
Epoch 1876/6000, Train Loss: 0.5253410935401917, Test Loss: 0.524724543094635
Epoch 1877/6000, Train Loss: 0.5252554416656494, Test Loss: 0.5250247716903687
Epoch 1878/6000, Train Loss: 0.5252729058265686, Test Loss: 0.5247593522071838
Epoch 1879/6000, Train Loss: 0.5255689024925232, Test Loss: 0.5249970555305481
Epoch 1880/6000, Train Loss: 0.5253557562828064, Test Loss: 0.5247185826301575
Epoch 1881/6000, Train Loss: 0.5253548622131348, Test Loss: 0.524777889251709
Epoch 1882/6000, Train Loss: 0.5253598690032959, Test Loss: 0.5249994993209839
Epoch 1883/6000, Train Loss: 0.5253286361694336, Test Loss: 0.5247143507003784
Epoch 1884/6000, Train Loss: 0.5253975987434387, Test Loss: 0.5248116850852966
Epoch 1885/6000, Train Loss: 0.5255017876625061, Test Loss: 0.5247591137886047
Epoch 1886/6000, Train Loss: 0.5253794193267822, Test Loss: 0.5246148109436035
Epoch 1887/6000, Train Loss: 0.5255047678947449, Test Loss: 0.5247815251350403
Epoch 1888/6000, Train Loss: 0.5253221392631531, Test Loss: 0.5247916579246521
Epoch 1889/6000, Train Loss: 0.5253952741622925, Test Loss: 0.5248393416404724
Epoch 1890/6000, Train Loss: 0.525448203086853, Test Loss: 0.5250316262245178
Epoch 1891/6000, Train Loss: 0.5253807902336121, Test Loss: 0.5247814059257507
Epoch 1892/6000, Train Loss: 0.5252218246459961, Test Loss: 0.5249325037002563
Epoch 1893/6000, Train Loss: 0.5252617597579956, Test Loss: 0.5250973105430603
Epoch 1894/6000, Train Loss: 0.5255559086799622, Test Loss: 0.5247988700866699
Epoch 1895/6000, Train Loss: 0.5253970623016357, Test Loss: 0.5249547958374023
Epoch 1896/6000, Train Loss: 0.525547206401825, Test Loss: 0.524819016456604
Epoch 1897/6000, Train Loss: 0.5254263281822205, Test Loss: 0.5246760845184326
Epoch 1898/6000, Train Loss: 0.5254065990447998, Test Loss: 0.5248567461967468
Epoch 1899/6000, Train Loss: 0.5252866744995117, Test Loss: 0.524709165096283
Epoch 1900/6000, Train Loss: 0.5255838632583618, Test Loss: 0.5249467492103577
Epoch 1901/6000, Train Loss: 0.5252630114555359, Test Loss: 0.5247953534126282
Epoch 1902/6000, Train Loss: 0.5255483984947205, Test Loss: 0.5247011184692383
Epoch 1903/6000, Train Loss: 0.5252367258071899, Test Loss: 0.5248421430587769
Epoch 1904/6000, Train Loss: 0.5252347588539124, Test Loss: 0.5248090028762817
Epoch 1905/6000, Train Loss: 0.5255300998687744, Test Loss: 0.524848461151123
Epoch 1906/6000, Train Loss: 0.525138258934021, Test Loss: 0.5248126983642578
Epoch 1907/6000, Train Loss: 0.5252915024757385, Test Loss: 0.5246990919113159
Epoch 1908/6000, Train Loss: 0.5252941250801086, Test Loss: 0.524802565574646
Epoch 1909/6000, Train Loss: 0.5253968834877014, Test Loss: 0.5247208476066589
Epoch 1910/6000, Train Loss: 0.5253719687461853, Test Loss: 0.5246022343635559
Epoch 1911/6000, Train Loss: 0.525425374507904, Test Loss: 0.5249344110488892
Epoch 1912/6000, Train Loss: 0.5254229307174683, Test Loss: 0.5248352289199829
Epoch 1913/6000, Train Loss: 0.5254608392715454, Test Loss: 0.5248575806617737
Epoch 1914/6000, Train Loss: 0.5251936316490173, Test Loss: 0.5248194932937622
Epoch 1915/6000, Train Loss: 0.525346040725708, Test Loss: 0.5246371030807495
Epoch 1916/6000, Train Loss: 0.5252608060836792, Test Loss: 0.5249618887901306
Epoch 1917/6000, Train Loss: 0.5252621173858643, Test Loss: 0.524822473526001
Epoch 1918/6000, Train Loss: 0.5253245830535889, Test Loss: 0.524699866771698
Epoch 1919/6000, Train Loss: 0.5253009796142578, Test Loss: 0.5248580574989319
Epoch 1920/6000, Train Loss: 0.5253565907478333, Test Loss: 0.5246565341949463
Epoch 1921/6000, Train Loss: 0.5254749655723572, Test Loss: 0.5247864723205566
Epoch 1922/6000, Train Loss: 0.5253161787986755, Test Loss: 0.5247066020965576
Epoch 1923/6000, Train Loss: 0.5251544713973999, Test Loss: 0.5247446894645691
Epoch 1924/6000, Train Loss: 0.5252966284751892, Test Loss: 0.5249699354171753
Epoch 1925/6000, Train Loss: 0.5251947641372681, Test Loss: 0.5247606039047241
Epoch 1926/6000, Train Loss: 0.525346577167511, Test Loss: 0.5248352885246277
Epoch 1927/6000, Train Loss: 0.5254337787628174, Test Loss: 0.5248064398765564
Epoch 1928/6000, Train Loss: 0.5253375768661499, Test Loss: 0.5248197913169861
Epoch 1929/6000, Train Loss: 0.5252169370651245, Test Loss: 0.524966299533844
Epoch 1930/6000, Train Loss: 0.5251675248146057, Test Loss: 0.5246730446815491
Epoch 1931/6000, Train Loss: 0.5252664685249329, Test Loss: 0.5246796011924744
Epoch 1932/6000, Train Loss: 0.5252859592437744, Test Loss: 0.5246446132659912
Epoch 1933/6000, Train Loss: 0.5253435969352722, Test Loss: 0.5247597694396973
Epoch 1934/6000, Train Loss: 0.5252221822738647, Test Loss: 0.5249024629592896
Epoch 1935/6000, Train Loss: 0.5252346396446228, Test Loss: 0.5248151421546936
Epoch 1936/6000, Train Loss: 0.5254894495010376, Test Loss: 0.5248982906341553
Epoch 1937/6000, Train Loss: 0.5251822471618652, Test Loss: 0.5248698592185974
Epoch 1938/6000, Train Loss: 0.5252078771591187, Test Loss: 0.5248880386352539
Epoch 1939/6000, Train Loss: 0.5250844359397888, Test Loss: 0.5248521566390991
Epoch 1940/6000, Train Loss: 0.5252917408943176, Test Loss: 0.524963915348053
Epoch 1941/6000, Train Loss: 0.5253685712814331, Test Loss: 0.5247036218643188
Epoch 1942/6000, Train Loss: 0.5251308083534241, Test Loss: 0.5249524712562561
Epoch 1943/6000, Train Loss: 0.525312066078186, Test Loss: 0.5247496366500854
Epoch 1944/6000, Train Loss: 0.5252457857131958, Test Loss: 0.5249711871147156
Epoch 1945/6000, Train Loss: 0.5253195762634277, Test Loss: 0.5248619914054871
Epoch 1946/6000, Train Loss: 0.5252291560173035, Test Loss: 0.5249465703964233
Epoch 1947/6000, Train Loss: 0.5251618027687073, Test Loss: 0.5249334573745728
Epoch 1948/6000, Train Loss: 0.5252335667610168, Test Loss: 0.5247502326965332
Epoch 1949/6000, Train Loss: 0.5252968072891235, Test Loss: 0.5248507261276245
Epoch 1950/6000, Train Loss: 0.5252053737640381, Test Loss: 0.5247176885604858
Epoch 1951/6000, Train Loss: 0.5253121852874756, Test Loss: 0.5250030159950256
Epoch 1952/6000, Train Loss: 0.5253732204437256, Test Loss: 0.5248257517814636
Epoch 1953/6000, Train Loss: 0.5253109931945801, Test Loss: 0.5248339176177979
Epoch 1954/6000, Train Loss: 0.5252634286880493, Test Loss: 0.5249514579772949
Epoch 1955/6000, Train Loss: 0.5253012180328369, Test Loss: 0.5247092843055725
Epoch 1956/6000, Train Loss: 0.5254517197608948, Test Loss: 0.5250110030174255
Epoch 1957/6000, Train Loss: 0.5253412127494812, Test Loss: 0.5247856974601746
Epoch 1958/6000, Train Loss: 0.5251271724700928, Test Loss: 0.5246182084083557
Epoch 1959/6000, Train Loss: 0.5253720283508301, Test Loss: 0.5248764157295227
Epoch 1960/6000, Train Loss: 0.5253481864929199, Test Loss: 0.5247117877006531
Epoch 1961/6000, Train Loss: 0.5253042578697205, Test Loss: 0.5246641635894775
Epoch 1962/6000, Train Loss: 0.5251652598381042, Test Loss: 0.524709939956665
Epoch 1963/6000, Train Loss: 0.5254870057106018, Test Loss: 0.5245830416679382
Epoch 1964/6000, Train Loss: 0.5253296494483948, Test Loss: 0.5247381925582886
Epoch 1965/6000, Train Loss: 0.5251877307891846, Test Loss: 0.5249123573303223
Epoch 1966/6000, Train Loss: 0.5252782106399536, Test Loss: 0.5247055888175964
Epoch 1967/6000, Train Loss: 0.5253409743309021, Test Loss: 0.5248162150382996
Epoch 1968/6000, Train Loss: 0.5252923965454102, Test Loss: 0.5248440504074097
Epoch 1969/6000, Train Loss: 0.5251370668411255, Test Loss: 0.524854302406311
Epoch 1970/6000, Train Loss: 0.5253369212150574, Test Loss: 0.5248275399208069
Epoch 1971/6000, Train Loss: 0.5252016186714172, Test Loss: 0.5248467326164246
Epoch 1972/6000, Train Loss: 0.525140106678009, Test Loss: 0.5249053239822388
Epoch 1973/6000, Train Loss: 0.5252825021743774, Test Loss: 0.5251309871673584
Epoch 1974/6000, Train Loss: 0.5250189900398254, Test Loss: 0.5249062180519104
Epoch 1975/6000, Train Loss: 0.5251744985580444, Test Loss: 0.5247737169265747
Epoch 1976/6000, Train Loss: 0.5251712203025818, Test Loss: 0.524855375289917
Epoch 1977/6000, Train Loss: 0.5251642465591431, Test Loss: 0.5248307585716248
